time_sec,own_lat,own_lon,own_alt_m,own_roll_deg,own_pitch_deg,own_yaw_deg,own_health,target_lat,target_lon,target_alt_m,target_roll_deg,target_pitch_deg,target_yaw_deg,target_health,derived_own_speed_ms,derived_target_speed_ms,derived_distance_m,derived_own_ata_deg,derived_target_ata_deg,derived_target_aa_deg,derived_own_in_wez,derived_target_in_wez,derived_own_specific_energy,derived_target_specific_energy,derived_ata_sign_degenerate
1.0,37.940214,128.181837,6868.909401600001,-75.713,-8.089,1.685,1.0,37.95254,128.181875,6922.448436000001,0.201,-5.286,180.021,1.0,1868.248408284253,1713.5297602773492,1373.17222284686,10.437948632569325,-3.053794105080827,-176.9462058949192,False,False,1812537.047911523,1535978.1486329744,False
1.0166,37.940491,128.181837,6864.067044,-77.262,-8.187,1.693,1.0,37.952285,128.181875,6919.8076488,0.206,-5.378,180.021,1.0,1880.3253813501424,1717.412135885063,1314.0890405991631,10.729638574242903,-2.949537809815397,-177.0504621901846,False,False,1835125.2729518218,1542612.3539217515,False
1.0333,37.940768,128.181837,6859.13538,-78.818,-8.285,1.699,1.0,37.95203,128.181875,6917.122970400001,0.212,-5.47,180.022,1.0,1869.903035803101,1707.3736875337654,1255.0249008262938,11.041497698646937,-2.824744182172532,-177.17525581782746,False,False,1815533.8216271035,1525396.2584189973,False
1.05,37.941046,128.181838,6854.114409600001,-80.379,-8.383,1.705,1.0,37.951775,128.181875,6914.3937912,0.218,-5.562,180.022,1.0,1877.3418905320304,1707.626646968189,1195.8714306856668,11.377654922697333,-2.6760422681755376,-177.32395773182446,False,False,1829422.1880480929,1525801.4225903817,False
1.0666,37.941323,128.181838,6849.0047424,-81.946,-8.481,1.71,1.0,37.95152,128.181875,6911.620416,0.224,-5.655,180.023,1.0,1882.89075518032,1718.1703972633197,1136.8551792276771,11.739995956989729,-2.5016195868283893,-177.49838041317162,False,False,1839804.5903288147,1543834.5993685634,False
1.0833,37.941601,128.181839,6843.8066832,-83.516,-8.58,1.716,1.0,37.951265,128.181874,6908.8028448000005,0.23,-5.747,180.023,1.0,1879.0692974580852,1708.1494058256267,1077.7575912017576,12.136538776929216,-2.2938642999975922,-177.70613570000242,False,False,1832565.5291346142,1526639.4077291787,False
1.1,37.941879,128.18184,6838.520536800001,-85.09,-8.679,1.721,1.0,37.951011,128.181874,6905.940772800001,0.237,-5.84,180.023,1.0,1879.9502261653558,1701.7744956160818,1018.8072110191144,12.569076798679191,-2.050756427312726,-177.94924357268727,False,False,1834169.403851796,1515742.361044264,False
1.1166,37.942158,128.181841,6833.146608,-86.665,-8.778,1.727,1.0,37.950756,128.181874,6903.034504800001,0.243,-5.932,180.024,1.0,1898.7802252121423,1718.9673075280002,959.6775219795909,13.046501278815056,-1.762075777160477,-178.23792422283952,False,False,1869693.4490116802,1545119.9455015282,False
1.1333,37.942436,128.181843,6827.685506400001,-88.241,-8.877,1.732,1.0,37.950502,128.181874,6900.0837360000005,0.249,-6.025,180.024,1.0,1881.764542836673,1702.317573529149,900.8211443703597,13.575972666301794,-1.4230430142668395,-178.57695698573318,False,False,1837475.619409994,1516609.2667427293,False
1.15,37.942715,128.181844,6822.137841600001,-89.819,-8.977,1.737,1.0,37.950248,128.181874,6897.0887712,0.256,-6.118,180.025,1.0,1889.211804717176,1702.5942992920493,841.91672031481,14.16974101999646,-1.0222342560278084,-178.9777657439722,False,False,1851462.939605691,1517051.0095889808,False
1.1666,37.942994,128.181846,6816.5036136,-91.396,-9.076,1.741,0.9886926183509678,37.949994,128.181873,6894.0496104,0.263,-6.211,180.025,1.0,1901.5385248898065,1713.1415380304843,783.0890277521287,14.841459850553244,-0.5484218607456177,-179.4515781392544,False,True,1874771.445982361,1535034.4962745558,False
1.1833,37.943273,128.181848,6810.7837368,-92.974,-9.176,1.745,0.9680704099715011,37.94974,128.181873,6890.9659488,0.269,-6.303,180.026,1.0,1891.0742312535067,1703.1619312902062,724.3580243637319,15.60997948554111,0.15680364015552575,179.84319635984448,False,True,1854871.8463880103,1517957.5733198922,False
1.2,37.943552,128.18185,6804.9794304,-94.462,-9.288,1.804,0.939763885852224,37.949486,128.181873,6887.8377864,0.276,-6.396,180.026,1.0,1891.9964361085733,1703.4528897906966,665.7492951770116,16.51742725002075,0.7679268142719834,179.23207318572804,False,True,1856559.3086549034,1518422.4882961372,False
1.2166,37.943831,128.181852,6799.0906944,-95.788,-9.416,1.927,0.9286207608866219,37.949233,128.181873,6884.665428,0.283,-6.49,180.027,1.0,1904.3348973923316,1707.345444195601,607.4090215640131,17.601698284032675,1.6157979031781897,178.3842020968218,False,False,1879922.003471369,1525029.737127233,False
1.2333,37.944111,128.181855,6793.117833600001,-97.068,-9.542,2.031,0.9286207608866219,37.948979,128.181872,6881.4485688,0.29,-6.583,180.028,1.0,1900.4590980391106,1704.0532024556337,549.0571130560941,18.89206493873388,2.677900774419629,177.3220992255804,False,False,1872490.1206626883,1519382.616006873,False
1.25,37.944391,128.181858,6787.0614576,-98.32,-9.666,2.117,0.9286207608866219,37.948726,128.181872,6878.1872088,0.298,-6.676,180.028,1.0,1901.406585909171,1697.7266114678941,491.1000016517874,20.453633228374265,4.0191463282459745,175.98085367175403,False,False,1874231.8387125582,1508589.7982343077,False
1.2666,37.944671,128.181861,6780.9227856,-99.548,-9.787,2.192,0.9286207608866219,37.948473,128.181872,6874.8816528,0.305,-6.769,180.029,1.0,1913.8125958447476,1708.2621868806136,433.5418196187748,22.397471594926483,5.748558207170859,174.25144179282916,False,False,1897837.46244241,1526499.4077234995,False
1.2833,37.944951,128.181865,6774.7024272,-100.756,-9.906,2.259,0.9286207608866219,37.94822,128.181872,6871.531596000001,0.312,-6.863,180.029,1.0,1903.3546529318257,1698.3457568101371,376.56601215221156,24.898668153001914,8.037542504118806,171.9624574958812,False,False,1877816.6029763164,1509575.860163412,False
1.3,37.945232,128.181869,6768.401296800001,-101.947,-10.024,2.32,0.9286207608866219,37.947967,128.181872,6868.137038400001,0.32,-6.956,180.03,1.0,1910.840792152493,1698.6625642217537,320.3786086889974,28.250999062508825,11.181962192862457,168.81803780713756,False,False,1892031.609054247,1510080.669631837,False
1.3166,37.945512,128.181874,6762.020004,-103.123,-10.138,2.378,0.9286207608866219,37.947715,128.181871,6864.69798,0.328,-7.05,180.03,1.0,1916.8071091869072,1702.5701884205105,265.86451995881254,32.943321293323336,15.668762482234087,164.3312375177659,False,False,1903387.5103869606,1516692.3136946934,False
1.3333,37.945793,128.181879,6755.5591584,-104.283,-10.251,2.432,0.9286207608866219,37.947462,128.181871,6861.2144208,0.335,-7.143,180.031,1.0,1912.8172331012497,1699.3085378159767,213.73413567078643,39.95819522783143,22.483807227066663,157.51619277293335,False,False,1895684.2878452837,1511110.2817468746,False
1.35,37.946074,128.181884,6749.020284000001,-105.425,-10.361,2.485,0.9286207608866219,37.94721,128.181871,6857.686665600001,0.343,-7.237,180.031,1.0,1913.7677152706844,1693.0214805955588,166.73796668426823,51.10778960928515,33.43795054738848,146.56204945261155,False,False,1897438.7137742764,1500411.7998181954,False
1.3666,37.946355,128.18189,6742.4033808,-106.55,-10.468,2.535,0.9286207608866219,37.946957,128.18187,6854.114104800001,0.351,-7.331,180.032,1.0,1926.3434883264335,1710.219938759984,130.28158396434978,69.57687701909197,51.71446814853993,128.2855318514601,False,False,1921520.0076231486,1529642.0175519388,False
